Id;Tweet;Categoria;Columna1;Fecha;Usuario;Ironia;Reclasificar;Twitero
1544;[PICANTE CHICANA] Juana Viale descolocó a Gladys Florimonte en #LaNocheDeML recordándole que votó a Alberto Fernández @alferdez y después se manifestó decepcionada por su gobierno. La reacción de la humorista. Mirá el video. ?? https://t.co/qLmJ04kw06;Negativo;;6/22/2021;Exitoína;NO;Reclasificar;
1804;[¿CÓMO LO SUPO ?????] Viviana Canosa  @vivicanosaok afirmó en #VivianaConVos, sin argumentos, que el presidente Alberto Fernández @alferdez se entretiene consumiendo contenidos eróticos. Mirá el video ?? https://t.co/jbClvlcPkv;Negativo;;6/23/2021;Exitoína;NO;Reclasificar;
1810;PICANTE CHICANA | Juana Viale descolocó a Gladys Florimonte en #LaNocheDeML recordándole que votó a Alberto Fernández @alferdez y después se manifestó decepcionada por su gobierno. La reacción de la humorista. Mirá el video. ?? https://t.co/X7lVgQJGd6;Negativo;;6/22/2021;Exitoína;NO;Reclasificar;
798;Esta haciendo todo mal alberto fernandez  no se enoje;Negativo;;6/23/2021;fabiana gutierrez;NO;Reclasificar;
1584;@infobae No se enoje si usted es un inutil alberto fernandez;Negativo;;6/23/2021;fabiana gutierrez;NO;Reclasificar;
939;"Estamos en la ofi en silencio
El pela: que mogolico el Alberto Fernández ete";Negativo;;6/23/2021;Fabricio.;NO;Reclasificar;
1408;"Que la expliquen por cadena nacional así la usamos con los Bancos.

https://t.co/W8jU0eQ9In";Negativo;;6/23/2021;Facundo Alejandro Ochoa;NO;Reclasificar;
679;Después de criticar a Alberto Fernández, la Mesa de Enlace pidió reunirse con Kicillof, Perotti, Schiaretti y otros gobernadores - Infobae. Éstos payasos se creen que estos impresentables van escuchar sus reclamos jajaja https://t.co/GRtD6MqW6q;Negativo;;6/23/2021;Federico Nicolás;NO;Reclasificar;
1084;Alberto Fernández criticó a la oposición e ironizó: “Ahora me piden que consiga la segunda dosis de veneno” - Infobae. Que asco da este impresentable https://t.co/zNBLWBrokE;Positivo;f;6/23/2021;Federico Nicolás;NO;Reclasificar;
1106;Los mensajes de Alberto Fernández, Cristina Kirchner, políticos e intelectuales por la muerte de Horacio González - Infobae. Todos los impresentables saludandolo a esté viejo https://t.co/t884W4RTFl;Negativo;;6/23/2021;Federico Nicolás;NO;Reclasificar;
1258;@mariseka @danieljadue @PCdeChile @mujeresporjadue @EsPosibleCH @jjcc_chile @JaduexChile @albasporjadue @comandosxjadue @KarolCariola @carmen_hertz Jadue le dará libre albedrío a todas las personas en situación de calle para tomarse propiedades y un gobierno comunista no hará nada para evitarlo! Así que nicagando votó por jadue! Claro los tiene a todos con los ojos brillante igual como Alberto Fernández lo hizo con Argentina;Negativo;;6/22/2021;Felipe;NO;Reclasificar;
887;"Nunca en mi vida vi una banda tan increíble de hijos de puta, cínicos y psicópatas, todos juntos como estos.
Y eso que conocí psicópatas...
https://t.co/AVS4MKpX4U";Negativo;;6/23/2021;Ferdinando il Toro;NO;Reclasificar;
790;"@PregoneroL Es pavoroso como la abrumadora mayoría de los +50, no para de repetir pavadas. 
Sin importar el tema que se hable. 

Son como Mini Alberto Fernández.  Todos son el típico tachero, que arregla todo en el cafetín";Negativo;;6/22/2021;Fernando;NO;Reclasificar;
966;Carne: Néstor Kirchner lo ensayó, Alberto Fernández lo repite https://t.co/2t4hWwAPs6 vía @LANACION https://t.co/LHismmhhaK;Negativo;;6/22/2021;Fernando Bertello;NO;Reclasificar;
655;Néstor Kirchner lo ensayó, Alberto Fernández lo repite https://t.co/468bt7lSmk a través de @LANACION;Negativo;;6/22/2021;Fernando Romeo;NO;Reclasificar;
1441;La respuesta de Negri a Fernández: “Con las chicanas no va a conseguir vacunas” https://t.co/Nqha5wKqpn a través de @LANACION;Negativo;;6/23/2021;Fernando Romeo;NO;Reclasificar;
1649;"@EPetronni entonces
CFK a la provincia, bastion y feudo kirchnerista
Massa en la transicion hasta 2023 o mas
Alberto fernandez al exilio, olvido e intrascendencia";Negativo;;6/23/2021;Filosofo esloveno;NO;Reclasificar;
1089;Aplauso para los gauchos en Salta que fueron de frente a encarar a Alberto Fernández durante el Bicentenario del fallecimiento de Güemes. Una falta de respeto hacia el prócer y el pueblo argentino hacer un circo piquetero cuando ni siquiera permitieron el tradicional desfile.;Negativo;;6/22/2021;Florencia De Turris;NO;Reclasificar;
528;"#ElVirusSonEllos 
Laura Alonso: “Abran los bares, los restaurants y las escuelas. Si nos gobierna un anormal, los ciudadanos ordenaremos este desastre siguiendo con nuestra vida económica y educativa” https://t.co/9Do0SrY8yo";Negativo;;6/22/2021;Florentino Fernández;NO;Reclasificar;
963;Para nosotros es importante que tanto Alberto Fernández como Cristina Kirchner sean parte de este proceso. Un guiño al campo popular, a aquellos que somos militantes históricos y estamos cansados del saqueo sistemático en Jujuy, ??Diego Palmieri  - Unidad para la Víctoria Jujuy;Negativo;;6/23/2021;FM La Patriada;NO;Reclasificar;
659;Hasta el tipo de sangre del que te estafo. @alferdez  señor presidente Amo mi país. Y no me iré a otro país. Pero ya no quiero vivir mas si no es EN ESTE PAIS. YA NO DOY MAS SEÑOR TENGO SOLO 36 AÑOS Y YA NO QUIERO VIVIR MAS.@alferdez Alberto Fernández saludos.;Negativo;;6/23/2021;FranBenja87;NO;Reclasificar;
791;Matías Enríquez respecto a las palabras de Alberto Fernández sobre mexicanos y brasileño: El presidente viene haciendo muchos errores no forzados . Entrevista completa en Youtube Fundación Atlas @tutenriquez https://t.co/wynRsYaEgP;Negativo;;6/22/2021;Fundación Atlas para una Sociedad Libre;NO;Reclasificar;
1326;El gobierno de Alberto Fernández empecinado en seguir dando vergüenza. Probablemente la peor política exterior desde 1983. https://t.co/i9Rk2dgd8H;Negativo;;6/23/2021;Gabriel Negretto;NO;Reclasificar;
568;@Alicia67725723 @edufeiok La hipocresía de Alberto Fernández no tiene límites, por lo tanto se descalifica solito, fanática!!!!;Negativo;;6/22/2021;Gabriela Cordobeza ????;NO;Reclasificar;
1357;@SergioChouza @mauriciomacri Como todo kirchnerista, pensaste mal, ese pájaro loco ya lo compró otro    https://t.co/u0ad6AabzX;Negativo;;6/23/2021;Gaucho urbano;NO;Reclasificar;
608;"Ya sientese señor!!!
Aquí tenemos descendientes que se convirtieron en #OposicionDoblementeDerrotada ????????
Tenemos descendientes afroamericanos: La nueva polémica que desató otro improvisado discurso de Alberto Fernández - RT https://t.co/hrnkgG3MtY";Negativo;;6/23/2021;Gektor;NO;Reclasificar;
1411;"Junto a Donda, Cafiero recibió a la comunidad afroargentina para pedir perdón por los dichos de Alberto Fernández 

Vergüenza de presidentucho #Argentina https://t.co/hLuc2sTXEt via @laderechadiario";Negativo;;6/24/2021;George;NO;Reclasificar;
1149;@jullietteBeau @claudipertz77 Claro si es profesor en la uba de derecho , es un infeliz Alberto Fernandez.;Negativo;;6/23/2021;Gerhalf;NO;Reclasificar;
835;@roman_nob10 Hoy murió mas gente en PBA(345) que en todo EEUU(326).PBA mas infectados totales que Holanda,Canadá y Suecia en toda la pandemia.Gestión Alberto Fernández- Cristina Fernández, el peor Gobierno de la historia.¿Las vacunas? Ya sabemos lo que pasó.Genocidas.;Negativo;;6/24/2021;german;NO;Reclasificar;
683;USTEDES SON CORRUPTOS Y COIMEROS, ALBERTO FERNÁNDEZ #ElDiarioDeLeuco;Negativo;;6/24/2021;Gisela;NO;Reclasificar;
909;"Alberto Fernández afirma que hay argentinos que se convirtieron en afroamericanos

https://t.co/f4XfagWXvD que payaso ??";Negativo;;6/23/2021;Gmo. Bustos Duhart;NO;Reclasificar;
1216;AHORA. Las últimas fotos de Guadalupe: Quiero a mi mujer, pero lo de la movida conjunta entre Alberto Fernández y México, a quien acusan de racismo.;Negativo;;6/22/2021;Gorila Esquizo;NO;Reclasificar;
1024;@Devicaprino @CFKArgentina @mbachelet @felipe_sola Es el modelo de Cristina Fernández de kirchner y Alberto Fernández.  Es un gobierno dictatorial por conclusión. Violan sistemáticamente los DDHH.  Es el peor gobierno de la historia de la democracia;Negativo;;6/22/2021;GRACEMAGA???#MAGA?I exist as I am, that is enough;NO;Reclasificar;
1855;@alferdez No meta a todos en la misma bolsa. No fuí a reclamarle, como utd dice la 2da dosis de veneno. Me quede en casa p/ ciudarme. Si espero q la consiga, no m van a usar de prueba, mezclando vacunas. Baje el tonito ! No se imagina como espero las Paso! https://t.co/EW945kATkn;Negativo;;6/23/2021;Graciela;NO;Reclasificar;
1125;En realidad del impresentable de Alberto Fernández no espero absolutamente nada bueno, honesto, ni digno...ahora, la guachada se la manda el impresentable de acá,  Schioretti!!!...ojo, este tipo es un bicho traicionero!!!!, ja. https://t.co/Xryjh55mJ5;Negativo;;6/24/2021;GringaCoco;NO;Reclasificar;
552;"Ahora Roberto Caballero hablando mal de Guillermo Moreno......

Caballero que defiende a Alberto Fernández y se la pasa hablando de Clarín..... sabrá que Alberto Fernández fue (es) lobbysta de Clarín?? Sabrá que Moreno le dijo criminal de Lesa humanidad a Magnetto públicamente?";Negativo;;6/22/2021;Guardian.De.Hierro;NO;Reclasificar;
1801;"Te banco Luis, pero acordate que llevas más tiempo preso político con Alberto Fernández.... No te sorprendas cuando Alberto hable de lo de Nicaragua y te niegue a vos, Milagro Sala, Devido, Amado Boudou.
Seguimos esperando el indulto que pidió Milagro hace varios meses https://t.co/AQ2ZkzD0va";Negativo;;6/22/2021;Guardian.De.Hierro;NO;Reclasificar;
691;Alberto Fernandez (Las jovenas, las albañilas, los mexicanos vienen de los indios, los brasileros vienen de la selva, los argentinos venimos en barcos, la capital de Malvinas es ushuaia) ¿Y vos sos profesor de la universidad?, vos sos un sinvergüenza, un descarado, un loro.. https://t.co/uFOPmOWerZ https://t.co/XvJ8ffs8MI;Negativo;;6/23/2021;guerrero gabriel;NO;Reclasificar;
1843;Alberto Fernandez..(Ahora piden la segunda dosis del veneno) como se nota que no tenes ni un poquito de verguenza, hay mas de 90.000 muertos en argentinas  y vos lo único que tenes que hacer es traer vacunas, hipocrita, hay un país esperando las vacunas... https://t.co/Mi7CpPTQCS;Negativo;;6/23/2021;guerrero gabriel;NO;Reclasificar;
954;Nuevamente en evidencia que el gobierno de Alberto Fernández está del lado de la dictadura criminal de Nicaragua. https://t.co/y4wfvWvNEn;Negativo;;6/22/2021;Guicho;NO;Reclasificar;
1693;Me pareció a mi o el spot de Fernando Espinoza sobre las vacunas dice “ gracias a nuestro presidente Alberto Fernández …” pero no era que no debemos politizar la vacuna ???  @alferdez @FerEspinozaOK https://t.co/mnmYxE2a8q;Negativo;;6/24/2021;Guido Carlos;NO;Reclasificar;
1782;"Que alguien le pregunte en público a Alberto Fernández porqué hay 90.000 muertos en Argentina.
Así de simple.";Negativo;;6/24/2021;GuiFer114;NO;Reclasificar;
1870;Alberto Fernández, Vizzotti, Cafiero, Scaloni, Guzmán, Solá...todos pertenecientes a la misma mediocridad...;Negativo;;6/22/2021;Guillermo Asensio;NO;Reclasificar;
1327;Quiso citar frase de Octavio Paz .Presidente de Argentina se equivoca al citar frase de Octavio Paz ?@jrsestaca?   ?@EVIDEGARAY?  https://t.co/raBUh2RymO;Negativo;;6/22/2021;Guillermo Cázares;NO;Reclasificar;
1615;@JJose1407 @GiecoLeon @alferdez Che y Alberto Fernández opino sobre esto o se hace el pelotudo como Macri?;Negativo;;6/22/2021;Guillermo Gómez ????;NO;Reclasificar;
1168;"Este país es una vergüenza y nos merecemos irnos todos los ciudadanos de bien a la mierda y dejárselo a todos los mononeurales choriplaneros K.
https://t.co/9EP7VuhI6Y";Negativo;;6/23/2021;Guillermo Kitanick;NO;Reclasificar;
1193;@majulluis @edufeiok @PRossiOficial @jebossi @FranOliveraOK @andahazi @martintetaz @lanacionmas @majulluis . HACÉ EL SIGUIENTE EJERCICIO. CRISTINA LE DICE A MASSA . YO , LIMPIO AL ALBERTO FERNÁNDEZ , YO RENUNCIO A OCUPAR EL SILLÓN DE RIVADAVIA Y VOS , COMO PRESIDENTE DE LA CÁMARA DE DIPUTADOS... TE HACES CARGO DE LA PRESIDENCIA DE LA NACIÓN... TE GUSTA??????;Negativo;;6/24/2021;Guillermo Murúa;NO;Reclasificar;
889;@todonoticias Los culpables por manejo doloso, de la pandemia, de la compra de vacunas, su distribución y aplicación son Cristina Fernández vda de Kichner,  Alberto Fernández,  el pigmeo comunista Kiciloff y sus ministros. Criminales, genocidas;Negativo;;6/23/2021;Guillermo Pons;NO;Reclasificar;
526;"Alguien me puede responder que esta esperando la Mesa de Conducción  Política del @pj_argentina  PARA EXPULSAR DEL PARTIDO A MIGUEL ANGEL PICHETTO?
ANTES CON J.L.GIOJA Y AHORA CON ALBERTO FERNANDEZ COMO PRESIDENTES DEL PARTIDO NADA PASO QUE LE TIENEN MIEDO? A CLARIN A MAGNETTO";Negativo;;6/22/2021;Gustavo Peirano ? ARGENTINA PRIMERO????;NO;Reclasificar;
857;Que asco me da Alberto Fernández! De lo único que me siento orgullosa, es de no haber votado semejante payaso ??;Negativo;;6/22/2021;harry;NO;Reclasificar;
597;https://t.co/iMCZkNTxzc CHEQUEADO METIENE REEEPODRIDA DANDO VUELTA TODO LA INFORMACION...NADIE LOS DENUNCIA?;Negativo;;6/23/2021;harta de los chorros e inutiles del gobierno;NO;Reclasificar;
1472;@HFornillo El peronismo tiene la marca en el orillo...... venden su alma al diablo, Alberto Fernández, Sergio Massa, los peronias que estuvieron en JxC, Lavagna, su hijo Marcos, Graciela Camaño......;Negativo;;6/22/2021;Haydee;NO;Reclasificar;
1398;"@eldipypapaok @soyalbertosamid BABY ETCHECOPAR SE MATA DE LA RISA DEL PRESIDENTE DE ARGENTINA, POR OTRA FRASE TONTA.????
El presidente de argentina Alberto Fernández no hay semana que no se mande una frase tonta, y la prensa del mundo ya no puede creer lo que pasa con este señor. https://t.co/tShZcmxJWw";Negativo;;6/22/2021;Héctor Adrian Machado;NO;Reclasificar;
1526;Alberto Fernández criticó a la oposición e ironizó: “Ahora me piden que consiga la segunda dosis de veneno” - Infobae https://t.co/B2BdoZhQUc ES TU OBLIGACION COMO PRESIDENTE , YA SON 90000 LOS MUERTOS;Negativo;;6/23/2021;hernan;NO;Reclasificar;
1006;El gobierno de Alberto Fernández no tiene viento de cola, para los meses que se levante la cosecha en Estados Unidos la soja estaría en U$S 480 y el maíz en U$S 220, no todo es color de rosa. Lo mejor de los precios internacionales ya lo vimos. Salvador Di Stefano;Negativo;;6/22/2021;Hernan Rozin;NO;Reclasificar;
1361;@ursuvargues Si!! Es un retardado mental, sin duda Ursu, no hay que burlarse ni enojarse, solo compadecerse. Cómo hago de mi parte con Alberto Fernández.;Negativo;;6/22/2021;Horacio;NO;Reclasificar;
696;¨Quién ha restringido la libertad?¨, Alberto Fernández, presidente, abogado, remisero, gordo, mitómano, bastante hijo de puta. https://t.co/JNU7VDQIf9;Negativo;;6/23/2021;Ignacio;NO;Reclasificar;
913;@Mumchi2 @todonoticias No es un análisis minucioso,cualquier persona al escuchar lo q dice Alberto Fernández ya se da cuenta la payasada q dijo;Negativo;;6/22/2021;Ignacio;NO;Reclasificar;
982;Sichel me recuerda a Alberto Fernández y a el Padrino. No sé porqué, pero no me gusta.;Negativo;;6/22/2021;Ignacio Martel #BrionesPresidente;NO;Reclasificar;
645;"TOP 10 ESTUPIDECES DE ALBERTO FERNÁNDEZ 
#Argentina
#AlbertoFernández
#Top10Estupideces
EL PRESIDENTE ALBERTO FERNÁNDEZ HA DICHO UNA CANTIDAD DE TONTERÍAS QUE PREOCUPAN.
Video: https://t.co/kOc5OQccQB
https://t.co/kOc5OQccQB a través de @YouTube";Negativo;;6/23/2021;iLu;NO;Reclasificar;
1079;"El inútil
-Decretó la cuarentena más larga del mundo
-La peor gestión de vacunación
-Cerró la escuelas
-Fundió a millones de argentinos
-#vacunatotioVIP
-Llevó la pobreza a más del 50%
-Tiene #100MilMuertosArg
Ese, se ATREVE A GRITARNOS!
#tusmuertosAlberto
https://t.co/Uh20LYWZkP";Negativo;;6/24/2021;iMe ??;NO;Reclasificar;
649;"Macri mira Netflix y Alberto pone Playboy TV, disparó Viviana Canosa en un nuevo editorial lleno de provocaciones y faltas de respeto.

https://t.co/2QNsnK6pMo";Negativo;;6/22/2021;Impacto Castex;NO;Reclasificar;
1029;Ley pandemia: se enfría el tratamiento del proyecto en Diputados y Alberto Fernández deberá volver a emitir un DNU con restricciones | Por Joaquín Mugica Díaz https://t.co/RBDschC4HP;Negativo;;6/23/2021;infobae;NO;Reclasificar;
1360;El presidente Alberto Fernández pronunció un duro discurso en tono electoral que incluyó críticas para Mauricio Macri, María Eugenia Vidal y Rogelio Frigerio. https://t.co/TIGVamtuT6;Negativo;;6/23/2021;INFODIG;NO;Reclasificar;
1536;"Alberto Fernández contra la oposición: Ahora me piden que consiga la segunda dosis de veneno

video;
https://t.co/K3uVeM93pD

#Veneno #albertofernandez #Alberto #SputnikV #SegundaDosisDeVeneno #segundadosis Juana Viale Veneno";Positivo;f;6/23/2021;infomardel;NO;Reclasificar;
1889;"Sr. Presidente
VENENO FERNÁNDEZ 

CFK hizo negocio con Rusia???? CFK hizo negocio con Putin????

??  CFK FUÉ QUIEN ELIGIÓ LA SPUTNIK V  ??

¿¿¿ Y AHORA, QUÉ ALBERTO ???
¿¿¿ Y AHORA, QUE… CFK…???
LA SEGUNDA DOSIS, TE LA DEBO 

#CFKLadronaDeLaNacionArgentina 
KIRCHNERISMO KORRUPCION https://t.co/FnTZcrNVgi";Negativo;;6/24/2021;Intihuasi3;NO;Reclasificar;
1585;https://t.co/ZLwXfg4JVJ Esta #OposicionFake que no tienen idea de ningún tipo para colaborar en esta época de pandemia y quiere tapar su fracaso y estafa al pueblo durante el macrismo,que solo militan la muerte y el odio! #OposicionFake a la,que hay que recordarle su nefasto paso;Negativo;;6/23/2021;Intino;NO;Reclasificar;
598;"@pzuban, de @Zuban_Cordoba: Los temas económicos están en el top 5 (incluye inflación, desempleo). A partir del caso Vicentin comenzó la pérdida de imagen de Alberto Fernández, su imagen positiva hoy es de 43%

La vacunación no ha significado un incremento en la intención de voto";Negativo;;6/23/2021;Isaura Rodríguez Pérez;NO;Reclasificar;
1586;Es un espanto q se lleguen a matar perros para comer en Argentina esta esta saliendo al mundo gobierno de Cristina Kirchner x Alberto Fernandez es presidente che pibe todos lo sabemos https://t.co/pYF3KYQgw7;Negativo;;6/22/2021;Isisdunn;NO;Reclasificar;
942;@PercevalMarita @AliciaCastroAR Buenas épocas....no como ahora...alguien le dice a Alberto Fernández que es un mal gobierno....porque eso dice la gente...y gente que votamos eh....no gorilas...trabajadores...que triste que no escuchen..1/1;Negativo;;6/24/2021;Jacinto de troya;NO;Reclasificar;
1261;"@SantiagoCreelM @lopezobrador_ Es demasiado tarde…
demasiadas mentiras
demasiadas fake news
demasiadas ofensas
demasiada hipocresía

Les falta…
congruencia
humildad
honestidad
vergüenza
inteligencia

Y mas si representas a…
D. Fernández de Cevallos
C. Salinas de G.
Felipe Calderon
Vicente Fox
Sr. X
Etc.";Negativo;;6/23/2021;JARV;NO;Reclasificar;
1396;Por lo que leo en Twitter, las muertes y las consecuencias económicas por Covid en PBA son culpa de Kicillof y las de CABA, de Alberto Fernández ??;Negativo;;6/22/2021;Javi Schurman;NO;Reclasificar;
1161;"@Loco22Sergio @eldipypapaok Sergio Massa es un maestro de la inmoralidad, sus palabras son sin valor ni honor. 
Ya tenemos a otro que es similar, a ALBERTO FERNANDEZ . BASTA DE PERONISMO KIRCHNERISTA, MASSISTAS, LAVAGNISTAS Y URTUBEYTISTAS.";Negativo;;6/23/2021;Javier MARTINEZ;NO;Reclasificar;
1627;@kidlapicera Este señor Alberto Fernández, Presidente de Argentina, se esta buscando su destino, poco a fin con el pueblo no tiene empatía, su imagen es triste y sus argumentos son destructivos y carentes de sentido común, lamentable...;Negativo;;6/23/2021;jban;NO;Reclasificar;
1169;@AxelSosa__ @JPer46 @CarlosMaslaton La feed: Alberto Fernandez le hizo el rompenarices a Carlos Maslaton;Negativo;;6/24/2021;Jm;NO;Reclasificar;
542;Y después Alberto Fernandez quiere que los jóvenes no se vayan del país. #albertofernandez;Negativo;;6/22/2021;Joaco;NO;Reclasificar;
1564;EL PRESIDENTE HOY ESTUVO BRILLANTE Y MUY DURO CON EL MACRISMO. ASÍ SE HABLA. Alberto Fernández: Lo que más me importa es que el sueldo de los trabajadores no se retrase.El Presidente sostuvo que el daño que hizo Mauricio Macri fue incalculable https://t.co/3w8YhYG6mj @Pagina12;Negativo;;6/23/2021;jorge carlos fava;NO;Reclasificar;
1600;Alberto Fernández menciona antes su condición de hincha de Argentinos Juniors que su cargo de Presidente. ¿Sus prioridades seguirán el mismo orden? https://t.co/qRvoAdD4zp;Negativo;;6/23/2021;Jorge Guasp;NO;Reclasificar;
1231;"Alberto Fernández, irónico contra la oposición: Ahora reclaman la segunda dosis de veneno - https://t.co/vjISeN10qk 
Si de comentarios, estúpidos y ridículos se trata, este  superó todos los standares (frase de campaña berreta para descerebrados...K..).";Negativo;;6/23/2021;Jose Pepillo;NO;Reclasificar;
1178;ALBERTO FERNÁNDEZ CRITICÓ A LA OPOSICIÓN E IRONIZÓ: AHORA ME PIDEN QUE CONSIGA LA SEGUNDA DOSIS DEL VENENO https://t.co/JkIvz2WVW8;Negativo;;6/24/2021;Jorge Rubio;NO;Reclasificar;
1108;La trastienda de la movida conjunta entre Alberto Fernández y México para subir el tono contra los abusos de Daniel Ortega - https://t.co/oIW6I5oKBj;Negativo;;6/23/2021;Jorge Torres;NO;Reclasificar;
811;"@alferdez Alberto Fernández miente.

Horacio González fue un totalitario mafioso comprometido con las causas más injustas, inmorales y repugnantes: las mafias, el saqueo del país, el empobrecimiento y el embrutecimiento de los argentinos.

Su aporte fue para hacer de este un mundo peor.";Negativo;;6/22/2021;José;NO;Reclasificar;
1397;@CeSanz1 Es ALBERTO FERNANDEZ. SINO ESCUCHA A SANTIAGO CUNEO 5 MINUTO.ELBUCHE fracasado de rial alias huevo duro es de lo peor.otro que debe pagar. Oyarbide lo salvo.;Negativo;;6/22/2021;jose Iencarelli;NO;Reclasificar;
773;"@alferdez Comentarios de un chico de 15 años. 
No son comentarios acordes.
No es de resposanble. 
Tampoco lo seras nunca.
https://t.co/HRgznaUH9U";Negativo;;6/23/2021;Jose Lavori;NO;Reclasificar;
1246;Ya no se que mas decir de ésta pobre persona. Alberto goberná , gestioná, basta de describir como su fueras un panelista de la TV. No éstas para comentar, la gente que te eligió lo hizo para que gestiones. Vacuná bien, colocá las que tenés guardadas. https://t.co/P3NV5X4kMG;Negativo;;6/24/2021;José Luis Marchini;NO;Reclasificar;
859;@0467luis @elvis_hibbert Nito es una mezcla de Nicolás Maduro, Daniel Ortega y Alberto Fernández.;Negativo;;6/24/2021;José Ortiz Capira;NO;Reclasificar;
544;@RCachanosky El gobierno de Alberto Fernández ha sido más de 1000% más asesino que la dictadura militar.;Negativo;;6/22/2021;Juan B. Alberdi;NO;Reclasificar;
1253;"“Peor que con Macri”: la dura acusación de Milagro Sala contra el gobierno de Alberto Fernández...
 https://t.co/OCkg5rXIIX";Negativo;;6/24/2021;Juan Carlos Anich;NO;Reclasificar;
1238;Top story: Alberto Fernández contra Macri por el FMI: Usted nos metió en un problema enorme | El Destape https://t.co/FfBTFSR1qT, see more https://t.co/mYImBGmC3b;Negativo;;6/23/2021;Juan Carlos Pintos;NO;Reclasificar;
1783;Alberto Fernández es un pelotudo! no importa cuando leas esto!;Negativo;;6/23/2021;Juan Hache;NO;Reclasificar;
1820;"Alberto Fernandez hace 1 año atrás decía: “prefiero tener %10 mas de pobres y no 100 mil muertos en la Argentina”
Hoy tiene;
90 mil muertos, %42 de pobres y %10 de indigencia.
La izquierda es una fabrica muy eficaz para destruir países., y en Chile están enamorados de Jadue. https://t.co/o5U2dAospa";Negativo;;6/23/2021;Juan Pablo Reisch;NO;Reclasificar;
1788;"https://t.co/kshDqsgf5a
El Presidente @alferdez sostuvo que el daño que hizo Mauricio Macri fue incalculable https://t.co/7kB2XGYUDV";Negativo;;6/23/2021;Juan: Argentino????, democrático,??;NO;Reclasificar;
627;@sarubbibenitez Ale tenes que presentar una denuncia ante la Corte Penal Internacional contra Alberto Fernandez por las violaciones a los DDHH contra la comunidad Qom desde 2020, el es cómplice de lo que pasa en Formosa;Negativo;;6/23/2021;Juanjo;NO;Reclasificar;
780;@marioraulnegri Mario ¿como estas? quiero creer que si ustedes como oposición ganan las legislativas impulsaran el juicio politico contra Alberto Fernandez por la negligencia del gobierno en la gestión de la vacunacion;Negativo;;6/24/2021;Juanjo;NO;Reclasificar;
1773;@NatuchaMorales @saltainfo Hola Natalia ¿como estas? queria proponerte que desde el PTS impulsen el juicio politico contra Alberto Fernandez por la negligencia del gobierno en la gestion de la vacunacion;Negativo;;6/24/2021;Juanjo;NO;Reclasificar;
1859;@WolffWaldo Hola Waldo, quiero creer que en caso de obtener una victoria en las legislativas, la oposicion presentara un pedido de juicio politico contra Alberto Fernandez, seria lo logico ¿o no? ojala asi sea;Negativo;;6/23/2021;Juanjo;NO;Reclasificar;
607;Tomas en Lomas de Zamora  ordenadas por el estado el gobierno  de Alberto Fernández y Cris Fernández  y. El papa Francisco https://t.co/ZAsssedNAz;Negativo;;6/23/2021;juanjo zaneck;NO;Reclasificar;
577;90.000 muertos causo el dictador Alberto Fernandez, el gobierno con mas muertes de la Argentina https://t.co/foeYlrBiJK;Negativo;;6/22/2021;JuanMa;NO;Reclasificar;
896;@todonoticias Dale Massa asumi vos que cagada que te mandes no va a superar al gobierno genocida de Alberto Fernandez;Negativo;;6/22/2021;JuanMa;NO;Reclasificar;
1251;Alberto Fernández le cantó las 40 a la oposición: Los que hablan en la TV son los que destruyeron todo https://t.co/kbGPeJExIj;Negativo;;6/23/2021;juanramoncorrea;NO;Reclasificar;
1637;"Move el @cote hijo de put@ y trae vacunas la conch@ de tu madre. Rata lakra korrupto inutil

Alberto Fernández criticó a la oposición e ironizó: “Ahora me piden que consiga la segunda dosis de veneno” - Infobae https://t.co/F6b9vBnas8";Negativo;;6/23/2021;julian_soriel;NO;Reclasificar;
1780;"Alberto Fernández criticó a la oposición e ironizó: “Ahora me piden que consiga la segunda dosis de veneno” - Infobae https://t.co/vH9gQt9T31.
Si es irónico que tan solo se le pida que cumpla con su deber, responsabilidad, función o como quiera llamarse, más allá de quién reclama";Negativo;;6/23/2021;Julio CD;NO;Reclasificar;
540;"Leandro Santoro, el admirador de Cristina Kirchner y amigo de Alberto Fernández que quiere encabezar en la Ciudad
Conoció al Presidente por Twitter y hasta le armó una oficina en Olivos. Lloro por la vicepresidenta. Clarín 

Siempre defendió al kirchnerismo... o mas o menos https://t.co/mAflqlCDry";Negativo;;6/22/2021;Julioac13 (Cuenta Nueva);NO;Reclasificar;
775;No va a haber un protagonismo principal de Alberto Fernández en la provincia de Buenos Aires. No le ha ido bien últimamente en algunos lugares adonde fue. En otros, como Pergamino, directamente no pudo ir.;Negativo;;6/22/2021;Julioac13 (Cuenta Nueva);NO;Reclasificar;
1514;Alberto Fernandez se cargó tres veces lo que se cargó Videla and company. Tres veces. Milítame eso;Negativo;;6/24/2021;Just Antártico;NO;Reclasificar;
1540;"Un presidente que NO CUMPLE con los pactos con referencia a la vacunación,es un canalla??y se burla.Lo repudio @alferdez

Alberto Fernández, irónico contra la oposición: “Ahora reclaman la segunda dosis de veneno” https://t.co/GM4Qmvwg28";Negativo;;6/23/2021;justine milko;NO;Reclasificar;
1630;@MarceloDelise @delfiramirez10 @edufeiok Y vos q te crees q hizo Alberto Fernández, o no viste los archivo cuando decía la verdad de los K y los denostaba;Negativo;;6/22/2021;karybembibre;NO;Reclasificar;
